"indx","location","datetime","watertemp_C","airtemp_C","rain_in","raindays","windspeed_mph","flow_cfs","par_uE","lg_prb_R2_pct","lg_prb_R3_pct","lg_prb_R4_pct","li_conc_LF_cfu","lg_prb_LF_pct","cso_CP","cyano_NewtonYC","cyano_WatertownYC","cyano_CommRowing","cyano_CRCK","cyano_HarvardWeld","cyano_RiversideBC","cyano_CRYC","cyano_UnionBC","cyano_CommBoating","cyano_CRCKKendall"
"150","Charles","2018-05-07 05:00:00","-85.58","13.09","0.00","6.25","0.00","751.00","7.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"151","Charles","2018-05-07 06:00:00","-85.88","13.18","0.00","6.29","0.00","747.30","118.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"152","Charles","2018-05-07 07:00:00","-85.58","13.42","0.00","6.33","0.00","744.00","490.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"153","Charles","2018-05-07 08:00:00","-85.88","14.77","0.00","6.38","0.00","738.30","820.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"154","Charles","2018-05-07 09:00:00","-85.58","15.86","0.00","6.42","0.00","734.00","1106.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"155","Charles","2018-05-07 10:00:00","-85.88","16.38","0.00","6.46","0.00","729.30","1476.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"156","Charles","2018-05-07 11:00:00","-85.88","15.99","0.00","6.50","0.00","730.50","1558.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"157","Charles","2018-05-07 12:00:00","-85.58","14.73","0.00","6.54","0.00","730.50","1638.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"158","Charles","2018-05-07 13:00:00","-85.88","14.61","0.00","6.58","0.00","733.00","1675.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"159","Charles","2018-05-07 14:00:00","-86.47","14.15","0.00","6.63","0.00","735.00","1665.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"160","Charles","2018-05-07 15:00:00","-87.36","14.10","0.00","6.67","0.00","730.50","1432.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"161","Charles","2018-05-07 16:00:00","-86.77","13.18","0.00","6.71","0.00","728.00","1120.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"162","Charles","2018-05-07 17:00:00","-87.36","13.41","0.00","6.75","0.00","726.00","634.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"163","Charles","2018-05-07 18:00:00","-86.77","13.28","0.00","6.79","0.00","724.00","281.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"164","Charles","2018-05-07 19:00:00","-85.32","12.31","0.00","6.83","0.00","721.50","61.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"165","Charles","2018-05-07 20:00:00","-85.32","11.90","0.00","6.88","0.00","721.50","1.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"166","Charles","2018-05-07 21:00:00","-85.05","12.26","0.00","6.92","0.00","720.30","1.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"167","Charles","2018-05-07 22:00:00","-85.05","12.34","0.00","6.96","0.00","718.00","1.00","0.000","0.000","0.000","0.0","0.000","0","0","0","0","0","0","0","0","0","0","0"
"168","Charles","2018-05-07 23:00:00","-85.58","12.79","0.00","7.00","0.00","716.30","1.00","0.000","0.010","0.000","494535.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"169","Charles","2018-05-08 00:00:00","-85.58","11.87","0.00","7.04","0.00","712.50","1.00","0.000","0.010","0.000","493625.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"170","Charles","2018-05-08 01:00:00","-84.53","10.91","0.00","7.08","0.00","710.00","1.00","0.000","0.010","0.000","491519.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"171","Charles","2018-05-08 02:00:00","-84.27","10.42","0.00","7.13","0.00","710.00","1.00","0.000","0.010","0.000","489088.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"172","Charles","2018-05-08 03:00:00","-84.01","10.10","0.00","7.17","0.00","706.00","1.00","0.000","0.010","0.000","485846.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"173","Charles","2018-05-08 04:00:00","-84.01","10.30","0.00","7.21","0.00","706.00","1.00","0.000","0.010","0.000","482708.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"174","Charles","2018-05-08 05:00:00","-84.01","10.28","0.00","7.25","0.00","704.80","12.00","0.000","0.010","0.000","479643.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"175","Charles","2018-05-08 06:00:00","-84.27","10.26","0.00","7.29","0.00","701.00","130.00","0.000","0.010","0.000","476536.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"176","Charles","2018-05-08 07:00:00","-84.27","10.49","0.00","7.33","0.00","700.00","567.00","0.000","0.010","0.000","473909.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"177","Charles","2018-05-08 08:00:00","-85.05","11.42","0.00","7.38","0.00","697.00","1024.00","0.000","0.010","0.000","472013.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"178","Charles","2018-05-08 09:00:00","-85.05","13.43","0.00","7.42","0.00","695.00","1380.00","0.000","0.010","0.000","470580.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"179","Charles","2018-05-08 10:00:00","-85.58","13.37","0.00","7.46","0.00","675.80","1665.00","0.000","0.010","0.000","469212.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"180","Charles","2018-05-08 11:00:00","-85.05","13.38","0.00","7.50","0.00","604.00","1849.00","0.000","0.010","0.000","465815.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"181","Charles","2018-05-08 12:00:00","-85.58","14.54","0.00","7.54","0.00","614.00","1924.00","0.000","0.010","0.000","463741.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"182","Charles","2018-05-08 13:00:00","-86.77","15.29","0.00","7.58","0.00","629.00","1895.00","0.000","0.010","0.000","463103.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"183","Charles","2018-05-08 14:00:00","-87.06","15.22","0.00","7.63","0.00","639.00","1754.00","0.000","0.010","0.000","462187.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"184","Charles","2018-05-08 15:00:00","-87.06","14.77","0.00","7.67","0.00","646.50","1505.00","0.000","0.010","0.000","460267.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"185","Charles","2018-05-08 16:00:00","-87.36","15.75","0.00","7.71","0.00","654.00","1164.00","0.000","0.010","0.000","459736.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"186","Charles","2018-05-08 17:00:00","-87.36","17.83","0.00","7.75","0.00","660.00","611.00","0.000","0.010","0.000","458544.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"187","Charles","2018-05-08 18:00:00","-87.36","18.61","0.00","7.79","0.00","666.30","282.00","0.000","0.010","0.000","458299.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"188","Charles","2018-05-08 19:00:00","-87.06","17.67","0.00","7.83","0.00","670.00","64.00","0.000","0.010","0.000","459725.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"189","Charles","2018-05-08 20:00:00","-87.36","18.06","0.00","7.88","0.00","672.50","2.00","0.000","0.010","0.000","461608.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"190","Charles","2018-05-08 21:00:00","-87.36","17.53","0.00","7.92","0.00","670.00","1.00","0.000","0.010","0.000","463842.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"191","Charles","2018-05-08 22:00:00","-86.77","16.28","0.00","7.96","0.00","670.00","1.00","0.000","0.010","0.000","457563.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"192","Charles","2018-05-08 23:00:00","-86.17","15.08","0.00","8.00","0.00","668.30","1.00","0.000","0.010","0.000","457480.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"193","Charles","2018-05-09 00:00:00","-85.88","14.62","0.00","8.04","0.00","667.50","1.00","0.000","0.010","0.000","457058.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"194","Charles","2018-05-09 01:00:00","-85.58","14.29","0.00","8.08","0.00","666.30","1.00","0.000","0.010","0.000","457673.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"195","Charles","2018-05-09 02:00:00","-85.58","14.08","0.00","8.13","0.00","665.00","1.00","0.000","0.010","0.000","458615.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"196","Charles","2018-05-09 03:00:00","-85.58","13.66","0.00","8.17","0.00","665.00","1.00","0.000","0.010","0.000","459984.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"197","Charles","2018-05-09 04:00:00","-85.58","13.01","0.00","8.21","0.00","663.80","1.00","0.000","0.010","0.000","461333.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"198","Charles","2018-05-09 05:00:00","-85.58","12.09","0.00","8.25","0.00","660.00","13.00","0.000","0.010","0.000","462635.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"199","Charles","2018-05-09 06:00:00","-85.58","12.89","0.00","8.29","0.00","658.50","214.00","0.000","0.010","0.000","463625.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"200","Charles","2018-05-09 07:00:00","-85.58","14.31","0.00","8.33","0.00","655.50","623.00","0.000","0.010","0.000","464577.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"201","Charles","2018-05-09 08:00:00","-85.58","17.13","0.00","8.38","0.00","654.00","1026.00","0.000","0.010","0.000","464484.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"202","Charles","2018-05-09 09:00:00","-86.47","18.44","0.00","8.42","0.00","652.80","1370.00","0.000","0.010","0.000","465629.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"203","Charles","2018-05-09 10:00:00","-87.36","18.46","0.00","8.46","0.00","649.00","1659.00","0.000","0.010","0.000","467569.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"204","Charles","2018-05-09 11:00:00","-86.47","17.34","0.00","8.50","0.00","649.00","1848.00","0.000","0.010","0.000","470411.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"205","Charles","2018-05-09 12:00:00","-85.88","16.45","0.00","8.54","0.00","645.30","1929.00","0.000","0.010","0.000","471436.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"206","Charles","2018-05-09 13:00:00","-87.36","16.40","0.00","8.58","0.00","644.00","1918.00","0.000","0.010","0.000","472551.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"207","Charles","2018-05-09 14:00:00","-87.36","17.84","0.00","8.63","0.00","644.00","1745.00","0.000","0.010","0.000","473068.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"208","Charles","2018-05-09 15:00:00","-87.36","15.80","0.00","8.67","0.00","644.00","1537.00","0.000","0.010","0.000","473439.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"209","Charles","2018-05-09 16:00:00","-87.06","14.25","0.00","8.71","0.00","644.00","1057.00","0.000","0.010","0.000","472825.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"210","Charles","2018-05-09 17:00:00","-86.17","12.48","0.00","8.75","0.00","644.00","550.00","0.000","0.010","0.000","470853.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"211","Charles","2018-05-09 18:00:00","-85.05","10.95","0.00","8.79","0.00","644.00","188.00","0.000","0.010","0.000","467217.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"212","Charles","2018-05-09 19:00:00","-84.01","9.79","0.00","8.83","0.00","645.30","46.00","0.000","0.010","0.000","462548.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"213","Charles","2018-05-09 20:00:00","-84.01","9.43","0.00","8.88","0.00","644.00","1.00","0.000","0.010","0.000","457448.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"214","Charles","2018-05-09 21:00:00","-84.01","8.90","0.00","8.92","0.00","641.50","1.00","0.000","0.010","0.000","452403.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"215","Charles","2018-05-09 22:00:00","-84.53","9.21","0.00","8.96","0.00","639.00","1.00","0.000","0.010","0.000","448837.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"216","Charles","2018-05-09 23:00:00","-85.05","9.79","0.00","9.00","0.00","639.00","1.00","0.000","0.010","0.000","446808.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"217","Charles","2018-05-10 00:00:00","-84.53","10.12","0.00","9.04","0.00","639.00","1.00","0.000","0.010","0.000","444499.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"218","Charles","2018-05-10 01:00:00","-85.05","10.19","0.00","9.08","0.00","635.30","1.00","0.000","0.010","0.000","443229.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"219","Charles","2018-05-10 02:00:00","-85.32","10.68","0.00","9.13","0.00","634.00","1.00","0.000","0.010","0.000","442315.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"220","Charles","2018-05-10 03:00:00","-85.32","10.62","0.00","9.17","0.00","634.00","1.00","0.000","0.010","0.000","441401.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"221","Charles","2018-05-10 04:00:00","-84.79","10.70","0.00","9.21","0.00","631.50","1.00","0.000","0.010","0.000","439774.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"222","Charles","2018-05-10 05:00:00","-85.05","10.48","0.00","9.25","0.00","629.00","5.00","0.000","0.010","0.000","438513.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"223","Charles","2018-05-10 06:00:00","-85.32","10.34","0.00","9.29","0.00","629.00","59.00","0.000","0.010","0.000","437632.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"224","Charles","2018-05-10 07:00:00","-84.79","10.42","0.00","9.33","0.00","625.30","140.00","0.000","0.010","0.000","436054.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"225","Charles","2018-05-10 08:00:00","-85.05","10.70","0.00","9.38","0.00","624.00","273.00","0.000","0.010","0.000","434818.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"226","Charles","2018-05-10 09:00:00","-85.58","11.60","0.00","9.42","0.00","621.50","437.00","0.000","0.010","0.000","433100.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"227","Charles","2018-05-10 10:00:00","-85.58","12.71","0.00","9.46","0.00","620.30","781.00","0.000","0.010","0.000","430301.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"228","Charles","2018-05-10 11:00:00","-85.58","13.84","0.00","9.50","0.00","621.50","1444.00","0.000","0.010","0.000","428667.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"229","Charles","2018-05-10 12:00:00","-85.32","14.90","0.00","9.54","0.00","617.80","1920.00","0.000","0.010","0.000","427456.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"230","Charles","2018-05-10 13:00:00","-86.77","16.32","0.00","9.58","0.00","619.00","1871.00","0.000","0.010","0.000","426256.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"231","Charles","2018-05-10 14:00:00","-86.47","15.00","0.00","9.63","0.00","616.50","1738.00","0.000","0.010","0.000","424635.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"232","Charles","2018-05-10 15:00:00","-86.47","14.25","0.00","9.67","0.00","616.50","966.00","0.000","0.010","0.000","423020.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"233","Charles","2018-05-10 16:00:00","-86.47","16.25","0.00","9.71","0.00","615.30","547.00","0.000","0.010","0.000","421762.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"234","Charles","2018-05-10 17:00:00","-87.36","21.80","0.00","9.75","0.00","617.80","577.00","0.000","0.010","0.000","422773.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"235","Charles","2018-05-10 18:00:00","-87.36","20.19","0.00","9.79","0.00","612.80","288.00","0.000","0.010","0.000","425100.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"236","Charles","2018-05-10 19:00:00","-87.36","19.18","0.00","9.83","0.00","609.00","87.00","0.000","0.010","0.000","428661.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"237","Charles","2018-05-10 20:00:00","-87.36","18.51","0.00","9.88","0.00","601.50","1.00","0.000","0.010","0.000","432135.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"238","Charles","2018-05-10 21:00:00","-87.36","17.84","0.00","9.92","0.00","599.00","1.00","0.000","0.010","0.000","435634.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"239","Charles","2018-05-10 22:00:00","-87.36","17.45","0.00","9.96","0.00","599.00","1.00","0.000","0.010","0.000","438532.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"240","Charles","2018-05-10 23:00:00","-87.36","17.00","0.00","9.99","0.00","599.00","1.00","0.000","0.010","0.000","440768.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"241","Charles","2018-05-11 00:00:00","-87.36","16.72","0.00","9.99","0.00","597.80","1.00","0.000","0.010","0.000","443673.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"242","Charles","2018-05-11 01:00:00","-87.36","16.70","0.00","9.99","0.00","594.00","1.00","0.000","0.010","0.000","445906.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"243","Charles","2018-05-11 02:00:00","-87.36","16.57","0.00","9.99","0.00","594.00","1.00","0.000","0.010","0.000","447816.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"244","Charles","2018-05-11 03:00:00","-87.36","17.47","0.00","9.99","0.00","594.00","1.00","0.000","0.010","0.000","449732.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"245","Charles","2018-05-11 04:00:00","-87.36","16.78","0.00","9.99","0.00","594.00","1.00","0.000","0.010","0.000","452413.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"246","Charles","2018-05-11 05:00:00","-87.36","16.57","0.00","9.99","0.00","594.00","17.00","0.000","0.010","0.000","454808.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"247","Charles","2018-05-11 06:00:00","-86.77","16.98","0.00","9.99","0.00","592.80","242.00","0.000","0.010","0.000","456029.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"248","Charles","2018-05-11 07:00:00","-87.06","17.56","0.00","9.99","0.00","589.00","593.00","0.000","0.010","0.000","458359.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"249","Charles","2018-05-11 08:00:00","-86.47","16.51","0.00","9.99","0.00","579.80","679.00","0.000","0.010","0.000","459380.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"250","Charles","2018-05-11 09:00:00","-86.47","15.93","0.00","9.99","0.00","576.30","977.00","0.000","0.010","0.000","459658.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"251","Charles","2018-05-11 10:00:00","-85.88","15.73","0.00","9.99","0.00","580.00","782.00","0.000","0.010","0.000","459233.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"252","Charles","2018-05-11 11:00:00","-85.58","15.95","0.00","9.99","0.00","539.00","1199.00","0.000","0.010","0.000","457525.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
"253","Charles","2018-05-11 12:00:00","-85.58","16.81","0.00","9.99","0.00","528.30","1954.00","0.000","0.010","0.000","456018.0","1.000","0","0","0","0","0","0","0","0","0","0","0"
